employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
30936,1,31,3,5,0,0,59,no
2984,2,51,1,16,0,0,82,no
57164,1,25,4,4,1,0,83,no
42678,1,26,4,3,0,0,62,no
66220,1,33,2,6,1,0,48,no
15266,5,37,3,9,0,0,51,no
64648,1,30,5,5,1,0,58,no
48099,1,32,4,2,1,0,85,yes
33742,1,24,3,2,0,0,48,no
18563,3,26,3,2,0,0,54,no
65709,1,27,,1,0,0,54,no
39646,1,26,5,3,0,0,56,no
5480,1,30,3,5,1,0,81,no
62387,1,39,4,12,0,0,49,no
17875,1,27,3,3,1,0,69,no
38379,1,29,5,2,0,0,88,yes
63799,2,33,5,2,1,0,79,no
15920,1,38,3,2,0,0,47,no
28805,1,26,1,2,0,0,80,no
54579,2,33,4,6,1,0,81,no
50484,1,45,3,13,0,0,58,no
59454,1,50,3,12,0,0,48,no
67689,1,29,1,5,1,0,69,no
72272,1,31,5,5,1,0,58,yes
34282,1,46,5,4,1,0,68,no
55139,1,40,3,9,0,0,78,no
32933,1,31,4,3,1,0,51,no
74864,1,51,5,2,1,0,64,no
76187,1,32,5,6,1,0,77,no
54445,1,49,4,10,0,0,86,no
32264,1,32,3,3,0,0,47,no
5308,1,35,3,5,1,0,81,no
4031,1,38,3,11,1,1,48,no
3885,4,34,1,8,0,0,47,no
57061,1,30,4,7,1,0,47,no
16418,2,30,3,2,1,0,83,yes
36324,1,39,3,7,1,0,61,no
74493,1,33,3,6,0,0,81,no
4156,1,22,,1,0,0,52,no
51403,1,38,2,2,0,0,77,no
65525,1,42,2,12,0,0,47,no
47566,1,42,3,6,0,0,45,no
33853,1,35,1,3,0,0,61,no
11283,1,28,4,5,1,0,48,yes
17955,3,33,1,7,0,0,46,no
64300,1,56,4,6,1,0,63,no
72139,1,28,5,3,1,0,61,no
25468,1,40,5,2,1,0,67,no
50206,1,29,5,3,0,0,62,no
67589,1,26,5,3,1,0,44,yes
69180,2,42,3,7,0,0,86,no
48317,2,34,1,6,1,0,50,no
7421,3,35,3,5,0,0,83,no
47155,1,35,2,4,0,0,50,no
47457,1,52,5,19,0,0,49,no
949,1,26,3,2,0,0,51,no
38991,1,58,3,15,0,0,47,no
62653,1,33,5,5,1,0,62,no
62940,1,41,4,8,1,0,70,no
11358,1,32,3,6,0,0,57,no
4590,2,46,3,16,0,0,63,no
24855,1,49,5,19,0,0,50,no
60371,1,48,1,14,0,0,49,no
6190,1,30,4,2,0,0,63,no
55105,1,27,3,7,0,0,53,no
23547,1,32,4,6,0,0,58,no
66564,1,45,3,14,1,0,60,no
38547,1,27,4,2,0,0,87,no
44969,1,33,5,8,0,0,52,no
54718,2,32,3,3,1,0,69,no
52633,1,30,3,2,0,0,61,no
7749,2,36,3,12,0,0,48,no
64571,1,24,3,2,0,0,48,no
78057,1,29,3,2,0,0,49,no
26422,2,35,3,7,0,0,84,no
34156,1,27,,1,1,0,53,no
698,1,41,5,12,1,0,61,no
74385,1,37,5,10,1,0,49,no
2023,3,28,1,7,0,0,50,no
45260,1,35,3,7,1,0,73,yes
7883,1,28,3,6,1,0,87,yes
35121,2,29,3,4,0,0,66,no
54851,2,27,5,2,1,0,84,no
36995,1,39,1,5,0,0,49,no
3916,1,41,3,11,0,0,47,no
55921,1,30,5,5,1,0,49,yes
34008,1,36,4,10,0,0,82,no
58581,1,42,4,17,1,0,55,yes
4944,1,42,3,15,1,0,57,no
45475,1,33,5,4,0,0,81,yes
10156,2,41,3,9,0,0,79,no
2267,1,26,4,3,1,0,60,no
73431,1,26,3,3,0,0,80,no
2528,1,29,4,7,0,0,47,no
60774,2,38,5,6,0,0,83,no
4847,1,39,4,12,1,0,78,no
65933,1,41,1,4,0,0,44,no
19943,1,40,2,12,0,0,50,no
3297,1,53,3,6,1,0,80,no
52245,1,38,5,11,0,0,69,yes
4941,5,34,4,7,0,0,85,no
64581,1,31,1,10,0,0,57,no
38259,2,31,1,7,0,0,56,no
73479,1,45,3,9,0,0,61,no
6901,1,29,5,6,0,0,59,no
61549,1,47,1,5,0,0,63,no
50791,1,48,1,5,0,0,79,no
55961,1,29,5,2,1,0,47,no
7954,1,40,1,4,0,0,48,no
56072,1,49,3,11,0,0,84,no
55766,1,44,5,4,1,0,88,no
79,1,34,3,2,0,0,55,no
40046,2,34,1,10,0,0,49,no
34242,1,34,3,9,1,0,53,no
68811,1,45,4,15,0,0,68,no
25504,1,36,5,9,0,0,69,yes
49419,1,36,1,4,1,0,52,no
32670,1,30,2,10,0,0,50,no
68200,1,55,1,6,0,0,70,no
71347,1,32,5,5,1,0,61,no
29109,1,31,1,6,1,1,46,no
74788,1,31,1,2,0,0,58,no
67396,1,29,1,3,1,0,52,no
14642,1,48,1,2,0,0,81,no
17528,1,33,3,6,0,0,72,yes
13839,1,43,3,7,1,0,57,no
1674,1,34,3,10,1,0,69,no
75627,1,26,5,2,1,0,52,no
53560,1,26,,1,1,0,50,no
73037,1,29,1,4,0,0,64,no
40200,1,28,3,5,0,0,87,no
26177,1,34,1,8,1,0,71,no
27655,1,47,5,14,1,0,45,no
13392,1,29,4,3,1,0,84,no
59645,1,33,5,9,0,0,61,no
32558,2,59,4,3,0,0,84,no
40470,2,37,3,3,1,0,88,no
64829,1,32,3,6,0,0,60,no
77772,1,42,1,14,0,0,52,no
7600,1,55,3,7,1,0,78,no
37034,2,32,5,2,0,0,83,no
36672,2,52,3,16,0,0,59,no
45676,1,29,5,4,0,0,56,no
47214,1,49,5,6,1,0,59,no
11017,1,44,4,4,1,0,64,no
23045,1,31,3,7,0,0,55,no
22726,1,22,3,2,0,0,64,no
45864,1,30,5,9,0,1,82,yes
46930,1,43,5,4,1,0,58,no
34220,1,56,4,7,0,0,42,no
51826,1,35,3,5,0,0,77,no
73998,1,35,5,7,0,0,80,no
55822,1,29,5,3,1,0,53,no
1390,2,21,,1,0,0,47,no
68473,4,29,1,4,0,0,52,no
77448,2,30,3,5,0,0,76,no
19842,1,35,3,3,1,0,86,no
39640,1,48,4,6,0,0,61,no
20529,1,39,5,4,1,0,62,no
54722,1,44,2,7,1,0,48,no
298,1,28,5,4,1,1,96,yes
64706,1,36,4,3,1,0,56,no
19646,1,32,4,7,1,0,47,no
7115,1,46,5,17,0,0,57,no
30032,1,25,4,3,0,0,79,no
38312,1,37,1,11,0,1,52,no
31757,2,28,2,4,0,0,68,no
68964,1,35,3,10,1,0,52,no
66862,1,45,3,6,0,0,61,no
11211,1,32,2,4,0,0,46,no
10694,2,32,5,5,1,0,87,no
50695,1,37,1,3,0,0,52,no
19236,1,33,3,6,1,0,67,no
47514,1,42,5,13,0,0,46,no
36,1,26,4,2,0,0,63,no
78007,1,29,1,5,0,0,89,no
52401,1,26,2,2,0,0,71,no
11989,1,29,2,4,0,0,45,no
49863,1,22,,1,0,0,63,no
31253,1,35,2,6,0,0,61,no
59703,2,30,1,2,0,0,48,no
36656,1,24,4,2,1,0,52,no
50692,1,26,3,3,1,0,70,no
76001,1,26,3,2,0,0,59,no
38752,1,36,3,3,0,0,58,no
56414,1,34,3,6,0,0,48,no
9115,2,23,4,2,0,0,53,no
59026,1,50,3,20,1,0,80,yes
54699,1,32,3,8,0,0,73,no
49574,1,31,3,5,1,0,59,no
60213,1,50,4,11,1,0,99,yes
14250,1,58,5,17,0,0,70,no
958,1,56,4,12,0,0,48,no
6374,1,29,3,2,0,0,81,no
28345,1,28,,1,0,0,51,no
26830,1,36,3,10,0,0,48,no
76397,1,33,5,5,1,0,84,no
52732,1,28,3,4,0,0,51,no
25894,1,29,,1,0,0,83,no
24667,1,28,2,5,0,0,49,no
66352,1,30,2,5,0,0,49,no
18354,1,41,4,17,0,0,61,no
59305,1,29,4,2,0,0,84,no
29325,1,51,5,5,1,0,69,no
72919,1,32,4,4,1,0,71,no
62489,1,59,5,7,0,0,81,yes
52439,1,27,5,2,1,0,52,no
71252,1,39,5,11,0,0,52,no
17969,1,38,1,9,0,0,49,no
8475,1,33,4,5,0,0,78,no
46257,1,44,5,13,1,0,80,yes
60973,2,34,3,7,1,0,63,yes
50860,1,57,1,28,0,0,46,no
52413,1,37,5,10,0,0,56,no
8900,2,29,3,6,0,0,86,no
37180,1,37,3,8,0,0,58,no
72549,1,26,,1,0,0,49,no
61494,1,31,,1,0,0,68,no
24038,1,34,3,6,0,0,83,no
73010,1,34,4,5,0,0,46,no
62820,1,28,3,2,0,0,49,no
26713,1,34,3,10,0,0,54,no
26402,1,29,4,5,1,0,60,no
23283,2,38,1,4,1,0,53,no
44208,2,46,4,6,1,0,77,no
34137,1,31,3,6,0,0,59,no
45822,1,26,,1,0,0,60,no
78110,1,32,3,5,0,0,51,no
14755,1,34,3,6,0,0,49,no
61651,1,34,1,11,0,0,61,no
55672,2,30,4,2,1,0,64,no
27201,1,45,3,17,0,0,68,no
32806,1,33,4,7,0,0,82,no
21324,1,29,3,5,0,0,85,no
69233,1,26,4,3,1,0,67,yes
47138,1,24,4,3,0,0,58,no
60866,1,30,2,7,0,0,64,no
72371,1,49,5,7,0,0,82,no
57211,1,50,5,9,0,0,62,yes
33295,1,38,3,8,1,0,73,no
49327,1,37,3,9,1,0,81,no
23131,6,29,3,10,0,0,51,no
40601,3,35,3,9,0,0,72,no
14862,2,34,3,4,0,0,88,no
32821,1,51,5,10,0,0,62,no
55530,1,34,4,8,0,0,46,no
54664,1,33,3,10,0,0,84,no
47202,2,34,3,10,0,0,76,no
28994,1,37,4,4,0,0,70,no
42982,1,30,1,3,0,0,53,no
13384,1,49,1,20,0,0,53,no
4344,1,30,5,2,1,0,57,no
52602,1,24,4,2,0,0,84,no
60649,1,59,3,17,0,0,52,no
59831,1,26,3,4,1,0,57,no
49926,1,41,5,4,1,0,58,no
11222,1,44,3,3,0,0,46,no
43333,1,44,4,4,1,0,71,no
1364,1,29,5,4,1,0,51,yes
15752,1,27,5,6,0,0,49,no
21143,1,28,5,5,1,0,56,no
35395,1,42,1,4,0,0,58,no
1591,1,40,4,12,0,0,59,no
43924,1,28,,1,1,0,54,no
58654,1,32,4,5,0,0,61,no
19876,1,29,3,4,1,0,58,no
28005,1,30,5,7,0,0,57,no
32816,1,32,3,3,0,0,47,no
36946,1,31,3,6,0,0,52,no
44461,1,36,3,10,0,0,48,no
29611,5,30,3,3,0,0,53,no
41223,1,55,3,16,0,0,83,no
68520,1,28,,1,1,1,60,no
60252,1,47,3,5,0,0,67,no
72401,1,29,3,4,0,0,88,no
25018,1,29,3,3,0,0,58,no
26518,1,28,4,2,0,0,50,no
36084,1,29,3,4,1,0,92,yes
271,1,25,5,2,1,0,69,yes
47869,2,34,4,6,0,0,49,no
61001,1,33,5,9,1,0,60,no
23877,1,36,5,4,0,0,82,no
64221,1,36,5,4,1,0,66,no
73318,2,31,5,5,1,0,69,no
76179,1,45,1,13,0,0,44,no
72583,2,41,1,8,0,0,48,no
20136,2,39,5,5,1,0,50,no
26888,1,34,5,7,0,0,80,no
68565,1,36,5,2,1,0,58,no
31048,1,28,5,3,1,0,62,no
20507,1,32,5,5,1,0,48,no
50071,1,27,1,4,0,0,49,no
20237,1,26,,1,1,1,47,no
58910,1,46,4,7,0,0,55,no
34649,2,32,3,2,1,0,70,no
6173,2,27,,1,1,0,76,no
13322,1,35,5,8,0,0,49,no
1466,1,50,3,18,0,0,47,no
11675,1,31,4,4,1,0,75,no
53126,1,29,5,3,1,0,86,yes
47001,1,30,5,3,1,0,51,no
45015,1,40,2,12,0,0,51,no
45483,1,27,1,3,0,0,46,no
58303,1,29,4,3,0,0,47,no
21285,1,31,5,3,1,0,58,no
55858,2,32,5,4,1,0,60,yes
2424,2,31,5,3,1,0,55,no
7517,2,29,3,4,1,0,63,no
18685,1,34,1,2,1,0,52,no
50575,1,29,3,3,1,0,57,no
61992,1,40,5,9,1,0,68,no
27429,1,37,5,3,0,0,73,yes
23504,1,37,1,10,0,0,50,no
33057,2,34,5,5,1,0,72,no
53125,1,37,5,3,1,0,83,no
8634,1,29,,1,0,0,80,no
75802,1,28,5,2,0,0,49,no
71924,1,30,3,4,0,0,79,no
50209,2,27,3,5,0,0,83,no
48409,1,22,3,2,0,0,48,no
29833,1,34,5,6,0,0,48,no
5727,2,59,5,18,1,0,90,yes
10996,1,28,5,3,1,0,81,no
76913,1,41,3,12,1,0,80,no
848,1,35,5,7,1,0,48,no
17354,1,34,3,7,1,0,46,no
43328,6,25,,1,0,0,45,no
52940,1,32,4,6,0,0,62,no
49286,2,50,2,15,0,0,60,no
42479,1,26,,1,1,0,49,yes
11046,1,39,3,3,1,0,84,no
17487,2,30,4,7,0,0,82,no
40374,1,47,3,15,0,0,69,no
37613,1,34,3,9,0,0,86,yes
65984,1,38,3,4,0,0,76,no
26089,1,48,4,15,0,0,59,no
21409,1,27,3,3,0,0,77,no
65662,2,34,4,7,0,0,47,no
37610,1,27,,1,0,0,60,no
43571,1,49,1,6,0,0,48,no
20166,1,37,2,7,0,0,51,no
41995,4,27,4,5,1,0,84,no
50787,2,49,5,4,0,0,81,no
6413,1,31,3,5,0,0,60,no
169,4,40,1,5,0,0,84,no
47646,2,37,3,9,0,0,60,no
19746,1,31,3,4,0,0,75,no
5378,2,36,1,7,0,0,69,no
76834,1,36,4,8,1,0,85,no
68063,1,34,3,4,0,0,52,no
59021,1,27,5,5,1,0,55,no
55650,1,34,4,7,1,0,86,no
27311,1,46,1,6,0,0,48,no
43656,1,31,5,9,1,0,85,no
45233,1,33,4,9,0,0,59,no
5568,1,46,5,2,1,0,75,no
36093,1,29,4,2,0,0,87,no
37593,1,29,2,5,0,0,50,no
19291,1,52,4,12,1,0,66,no
47416,2,38,3,10,0,0,77,no
3937,1,40,3,15,0,0,80,no
54276,1,42,4,7,0,0,60,no
19442,1,40,1,5,0,0,72,no
24813,1,28,,1,1,0,59,no
77997,4,27,,1,0,0,67,no
51717,1,32,4,3,1,0,63,no
58538,1,42,5,7,1,0,84,no
35806,1,34,3,8,0,0,75,no
17084,2,34,3,3,0,0,58,no
18410,1,38,5,3,1,0,76,no
53777,1,52,1,5,1,0,50,no
22039,1,39,5,9,1,0,54,no
13531,1,25,4,2,0,0,54,no
39850,2,28,3,2,0,0,81,no
31268,4,29,5,2,0,0,85,no
21169,1,28,3,5,1,0,49,no
6981,1,35,3,8,1,0,61,yes
35343,3,24,,1,0,0,70,no
68559,1,42,5,13,0,0,85,no
5941,2,23,2,2,1,0,51,no
53828,1,39,4,6,1,0,49,no
75156,1,39,1,7,0,0,48,no
7346,1,23,,1,0,0,82,no
5752,1,25,,1,1,0,46,no
50972,1,38,5,4,1,0,61,no
10348,1,30,3,7,0,0,70,yes
22927,1,37,3,9,0,0,63,yes
10275,1,45,1,16,0,0,84,no
60110,1,23,3,2,0,0,57,no
63652,1,24,,1,0,0,60,no
39839,1,43,3,3,1,0,71,no
63751,1,46,4,13,1,0,57,yes
7530,1,50,5,7,0,0,46,no
8418,1,32,3,6,0,0,91,no
38596,2,46,3,3,0,0,53,no
10215,1,29,3,3,0,0,44,no
6376,1,27,3,2,0,0,69,no
17649,1,42,2,16,0,0,47,no
14622,1,47,3,9,1,0,49,yes
28869,1,37,1,9,0,1,55,no
18418,1,31,3,4,0,0,48,no
65328,2,46,4,6,0,0,59,no
46429,1,47,3,18,0,0,78,no
61008,1,29,5,5,0,0,81,no
13275,1,27,,1,1,0,46,no
65247,1,27,3,2,0,0,57,no
5051,1,30,3,2,0,0,46,no
37622,1,50,1,2,0,0,56,no
29922,1,41,4,7,0,0,79,no
15694,1,32,3,8,1,0,46,no
5924,1,27,5,6,1,0,84,no
13717,1,46,5,7,0,0,81,yes
37812,1,38,3,7,0,0,60,no
52686,1,29,4,4,1,0,64,no
3259,1,32,3,6,1,0,87,no
41993,1,32,3,5,0,0,47,no
61886,1,44,4,12,0,0,51,no
16267,1,29,1,3,0,0,85,no
50590,2,35,5,7,1,0,48,no
7158,1,30,4,5,0,0,61,no
72258,1,32,5,4,1,0,67,no
61400,1,25,3,3,0,0,84,no
77521,1,31,5,9,1,0,87,yes
9396,1,30,1,7,1,0,86,no
32273,1,31,3,3,0,0,57,no
2291,1,29,3,3,0,0,68,no
45235,2,33,3,9,0,0,77,no
1562,1,25,3,3,1,0,59,no
48946,1,35,3,3,1,0,88,no
52537,1,27,5,4,0,0,50,no
2164,1,33,3,7,0,0,81,no
17661,1,31,5,6,1,0,49,no
7210,1,34,3,3,1,0,60,no
14007,1,33,3,8,1,0,76,no
25849,1,38,5,10,1,0,59,no
6816,1,35,3,2,1,0,83,no
28388,1,28,5,2,0,0,60,yes
32312,3,27,5,2,0,0,86,no
71776,1,32,5,6,0,0,63,yes
31343,1,31,3,6,1,0,55,no
4268,1,35,4,7,0,0,50,no
40924,1,31,,1,1,0,49,no
63845,1,30,2,4,0,0,54,no
58143,1,28,,1,1,0,59,no
46709,1,32,4,5,0,0,62,no
50265,2,28,1,2,0,0,53,no
39787,1,22,,1,1,0,58,yes
16668,1,39,4,4,1,0,79,no
3902,2,30,5,4,1,0,84,no
30709,2,33,3,7,0,0,78,no
32946,3,32,4,7,0,0,82,no
61830,1,45,2,3,1,0,77,no
71209,2,35,3,9,0,0,80,no
36306,1,37,4,8,0,0,48,no
14537,1,47,3,14,0,0,48,no
18620,1,33,4,9,0,0,75,no
2482,1,27,5,2,1,0,67,no
6773,1,29,4,4,0,0,49,no
22449,1,48,5,19,1,0,62,no
4271,1,41,4,9,1,0,87,no
23646,1,33,3,5,0,0,61,no
51595,1,32,3,2,0,0,50,no
1997,1,43,3,14,0,0,84,no
14026,1,42,4,8,1,0,68,no
50423,2,35,5,3,1,0,83,no
52082,1,37,3,10,0,0,67,no
27636,1,59,5,31,1,0,61,no
5081,1,43,5,15,1,0,67,no
17667,2,33,3,5,1,0,67,no
18872,1,31,4,6,0,0,68,no
34101,1,56,3,7,0,0,82,no
64968,1,35,4,2,0,0,61,no
55359,2,25,4,3,1,0,79,no
6852,1,28,3,5,0,0,48,no
17409,1,30,5,7,1,0,62,no
2882,2,35,1,5,1,0,75,no
31409,1,40,3,3,1,0,51,no
54574,1,31,,1,0,0,48,no
23735,1,29,3,3,1,0,66,no
67949,1,31,5,5,1,0,71,yes
29743,1,42,5,11,0,0,59,no
36390,2,38,5,5,1,0,86,yes
27969,2,33,4,8,1,0,79,no
53863,1,34,3,2,1,0,57,no
8491,2,31,1,6,0,0,87,no
67483,1,37,1,7,0,0,81,no
43504,1,26,3,3,0,0,86,no
11747,1,36,3,11,0,0,50,no
7251,1,33,5,9,1,0,86,no
62590,1,38,3,12,0,0,83,no
43428,2,32,4,6,1,0,64,no
75083,2,26,3,2,0,0,83,no
13149,1,30,3,2,1,0,86,no
33010,1,45,4,7,0,0,64,no
56093,1,35,4,4,0,0,48,no
37868,1,29,3,2,0,0,68,no
9060,1,24,1,2,1,0,45,no
67825,1,31,3,4,0,0,65,no
69684,1,32,5,3,0,0,50,no
612,1,33,1,6,0,0,53,no
7193,1,38,3,10,0,0,63,no
33328,2,28,3,5,0,0,52,no
9057,1,25,5,2,1,0,81,no
33386,1,30,3,3,0,0,62,yes
7357,1,32,2,2,0,0,51,no
24401,1,52,4,18,0,0,69,no
34040,1,34,4,7,0,0,51,no
17422,1,43,3,14,0,0,70,no
46314,2,27,1,6,0,0,50,no
29054,3,31,1,4,0,0,46,no
49385,1,33,3,3,0,0,50,no
19202,1,28,5,3,1,0,79,no
30560,1,51,3,3,0,0,62,no
28871,1,40,2,10,0,0,46,no
20184,1,27,,1,1,0,50,no
2073,1,28,5,4,1,0,56,no
12562,1,31,5,7,1,0,67,no
38474,1,26,,1,1,0,79,no
48918,2,33,3,8,0,0,52,no
65772,1,32,4,4,1,0,82,no
13690,1,48,3,4,0,0,48,no
48854,1,30,4,4,0,0,60,no
73549,2,34,3,10,0,0,66,no
39508,1,41,3,13,0,0,52,no
67398,3,29,4,4,0,0,78,no
6174,1,29,3,5,0,0,61,no
36795,1,51,5,4,1,0,52,no
47519,1,30,1,4,0,0,83,no
46454,1,29,4,3,1,1,95,yes
23195,1,50,4,2,0,0,75,no
38495,1,36,3,5,0,0,57,no
37775,1,46,3,18,0,0,48,no
29924,1,27,5,3,0,0,57,no
66074,1,36,3,9,1,0,71,yes
16612,1,41,1,9,0,0,51,no
67394,1,38,4,9,0,0,67,no
24760,2,36,3,3,0,0,84,no
70341,1,56,3,12,0,0,55,no
19810,1,50,5,4,1,0,61,no
2318,1,34,1,8,0,0,49,no
25904,2,31,5,5,1,0,56,no
36241,1,33,2,9,0,0,79,no
47347,1,35,1,9,0,0,69,no
75130,1,41,3,14,0,0,60,no
27554,1,43,1,4,1,0,55,no
31141,1,22,,1,0,0,62,no
5796,2,28,,1,0,0,54,no
67125,1,31,3,7,0,0,52,no
29292,1,27,4,2,1,0,62,no
10481,1,25,5,3,0,0,59,yes
30883,1,26,,1,1,0,52,yes
55529,1,27,2,4,0,0,58,no
72797,1,28,3,5,1,0,52,no
37045,1,36,3,4,0,0,49,no
13037,1,24,,1,0,0,85,no
62614,1,57,5,7,0,0,70,no
44507,1,41,3,4,0,0,72,no
73923,1,31,3,4,0,0,53,no
4332,2,32,2,7,1,0,54,no
26188,1,24,1,3,0,0,51,no
45229,1,44,3,15,0,0,47,no
1353,1,37,3,9,0,0,73,no
10529,1,28,2,4,1,1,89,no
11275,1,32,4,7,0,0,48,no
54721,1,35,3,8,0,0,62,no
11313,1,35,4,8,0,1,59,no
44653,1,30,5,5,1,0,52,no
23673,1,34,5,6,1,0,79,no
60705,1,32,1,3,0,0,48,no
60192,1,45,3,6,0,0,47,no
56844,1,40,2,12,0,0,56,no
23783,2,36,3,3,0,0,81,no
26291,1,45,3,4,1,0,59,no
42620,1,35,4,7,0,0,59,no
8799,1,27,4,2,0,0,50,no
65016,1,55,3,4,0,0,49,no
11995,1,28,,1,1,0,45,no
54175,1,29,3,3,0,0,72,no
47414,1,28,3,2,1,0,62,no
31707,1,56,3,28,0,0,49,no
41711,1,26,4,5,1,1,82,no
4684,2,30,3,6,1,0,79,no
72168,1,34,5,7,1,0,54,yes
5923,1,54,5,7,1,0,59,no
58963,1,31,3,2,0,0,46,no
44587,1,53,3,16,0,0,50,no
73525,1,29,2,6,0,0,82,no
66994,1,31,3,5,0,0,46,no
56384,1,35,3,7,1,0,51,yes
64465,1,33,3,4,0,0,85,no
64252,2,31,5,3,0,0,70,yes
61751,1,33,3,8,1,0,50,yes
24549,2,55,3,4,1,0,60,no
26743,2,33,5,4,0,0,86,no
54552,1,37,5,4,0,1,64,yes
32413,2,31,3,3,0,0,52,no
60755,1,31,5,4,1,0,84,no
27872,1,29,3,3,1,0,52,yes
73777,1,37,3,8,0,0,61,no
22782,1,33,5,4,1,0,60,no
53980,1,38,1,10,0,0,71,no
34699,1,31,3,7,1,0,57,yes
739,1,57,4,16,0,0,47,no
18278,1,37,3,7,0,0,81,no
29663,1,27,1,2,0,0,58,yes
76486,1,32,1,7,1,0,48,no
14680,1,42,3,13,0,0,52,no
49213,1,28,3,2,0,0,71,no
25679,1,36,3,9,1,0,65,no
36644,1,55,5,8,1,0,63,no
32920,1,33,5,4,0,0,50,no
19779,2,37,3,8,0,0,71,no
60397,2,41,3,6,0,0,50,no
58861,2,39,1,9,0,0,51,no
43640,1,43,5,4,1,0,62,no
67016,1,52,4,12,0,0,59,no
20906,1,41,2,10,0,0,81,no
60555,2,32,3,4,0,0,82,no
2391,1,43,4,7,0,0,56,no
9613,2,25,5,2,1,0,53,no
61518,1,39,3,10,0,0,46,no
18971,1,46,3,7,1,0,60,no
59245,1,30,3,4,0,0,53,no
59231,1,29,5,5,1,0,65,no
75116,1,35,3,4,0,0,59,no
15099,1,26,2,5,0,0,53,no
42897,2,35,5,7,1,0,79,no
63569,1,33,1,7,0,0,54,no
3663,2,27,5,2,1,0,80,no
39284,2,39,3,13,1,0,48,no
32952,1,37,3,3,1,0,85,yes
61637,1,52,3,3,0,0,52,no
21520,2,31,5,4,1,0,56,no
53034,1,32,,1,1,0,63,no
60861,1,26,,1,0,0,79,no
9071,1,56,2,16,0,0,54,no
25187,1,45,4,7,0,0,59,no
5682,1,28,3,4,0,1,51,no
7512,2,40,3,10,0,0,62,no
2246,1,50,4,8,0,0,48,no
58012,1,21,4,1,0,0,43,no
49449,2,26,2,2,1,0,72,no
7359,1,36,5,7,0,0,63,no
30408,1,42,4,6,0,0,49,no
70906,3,36,3,2,0,0,71,no
25064,1,28,1,3,0,0,54,no
73308,1,55,5,3,0,0,57,no
64604,1,49,1,16,0,0,71,no
20767,1,35,5,9,1,0,60,no
66291,1,28,5,4,1,0,56,yes
75965,1,47,4,15,1,0,69,no
56240,1,42,1,2,0,0,48,no
28458,1,29,4,2,0,0,57,no
12267,1,50,5,11,0,0,59,no
40089,1,41,4,5,0,0,79,no
70237,1,40,4,8,0,0,57,no
3788,1,38,3,6,0,0,50,no
37640,1,31,1,4,1,0,84,no
73820,1,28,3,6,0,0,82,no
47442,1,31,4,4,0,0,54,no
948,2,29,3,2,0,0,50,no
61975,1,25,,1,0,0,51,no
67225,1,27,5,3,1,0,48,no
69829,2,32,3,2,0,0,83,no
45426,1,32,1,8,0,0,72,no
34050,1,34,4,5,1,0,88,no
35917,1,41,5,4,0,0,55,no
50445,1,38,3,4,1,0,55,no
25571,1,38,5,7,0,0,82,no
45903,1,33,4,5,1,1,46,no
49965,1,29,5,2,1,0,56,no
20833,3,33,3,5,0,0,77,no
40604,1,37,5,4,0,0,47,no
70231,1,27,,1,0,0,49,no
75208,1,24,5,3,1,0,57,no
24574,1,44,3,7,0,0,53,no
12881,1,29,5,3,1,0,80,no
51369,1,25,,1,0,0,45,no
28046,1,32,5,7,1,0,83,no
44015,1,28,3,4,1,0,84,no
56349,1,48,3,5,0,0,46,no
52402,1,33,3,6,1,1,45,no
22448,1,36,5,2,1,0,61,no
16799,1,37,3,7,0,0,49,no
78069,1,32,4,8,1,0,58,no
75638,2,35,3,3,0,0,48,no
12275,1,32,3,5,1,0,87,no
14362,1,41,2,11,0,0,78,no
35225,1,35,5,7,1,0,63,no
71694,1,33,5,4,0,0,60,no
16992,1,43,3,7,0,0,49,no
52628,1,40,1,4,0,0,52,no
48445,1,31,1,7,0,0,69,no
34967,1,38,4,11,0,0,50,no
43491,3,29,5,6,1,0,60,yes
68936,1,37,4,10,0,0,68,no
16160,1,40,3,5,1,1,79,no
17900,1,35,3,8,1,0,54,no
45910,1,41,3,9,0,0,52,no
24067,1,31,4,3,0,0,52,no
75241,1,35,5,8,1,0,72,yes
4083,1,34,5,9,0,0,64,yes
57567,1,34,5,4,1,0,79,no
34631,1,26,5,2,0,0,59,no
54900,1,33,4,3,0,0,59,no
19503,2,38,3,9,0,0,50,no
60023,1,45,5,15,0,0,52,no
27205,1,40,3,12,0,0,57,no
56196,3,30,5,4,1,0,82,no
42798,1,40,3,5,0,0,61,no
24480,1,27,,1,0,0,47,no
15439,1,23,3,2,0,0,49,no
4871,1,36,1,7,0,0,74,no
27285,1,24,4,2,1,0,51,no
34825,2,39,5,4,1,0,83,yes
46179,3,37,1,10,0,0,51,no
60170,1,33,1,6,1,0,50,no
59496,1,33,1,2,0,0,54,no
40463,1,29,,1,0,0,47,no
65342,1,36,4,7,1,0,87,no
74301,1,32,4,4,1,0,77,no
11603,1,31,5,7,1,0,70,yes
5945,1,34,3,9,1,0,68,no
17331,1,36,4,8,1,0,84,no
22026,1,48,5,7,1,0,62,no
4420,1,31,5,5,1,0,49,no
53434,1,39,3,3,0,0,46,no
11261,1,27,4,2,1,0,59,no
21002,1,33,5,3,0,0,67,no
13785,1,35,4,8,1,0,58,no
27638,1,30,3,3,1,0,51,no
8426,1,37,5,3,0,0,46,no
64255,2,46,3,3,0,0,54,no
