IsCanceled,Adults,Children,Country,IsRepeatedGuest,CustomerType,ADR,hotel,book_id,ArrivalDate
1,2,0,GBR,0,Transient,104,City,CTransient2016November19-17,11/19/2016
1,2,0,USA,0,Transient,74.8,City,CTransient2016November19-33,11/19/2016
1,2,0,HUN,0,Transient,90,City,CTransient2016November20-14,11/20/2016
1,2,2,AGO,0,Transient,147.9,City,CTransient2016November20-32,11/20/2016
1,2,0,PRT,0,Transient,147,City,CTransient2016November21-8,11/21/2016
1,2,0,PRT,0,Transient,52,City,CTransient2016November25-10,11/25/2016
1,2,0,DEU,0,Transient,85,City,CTransient2016November25-54,11/25/2016
1,2,2,NLD,0,Transient,156.6,City,CTransient2016November26-6,11/26/2016
1,3,0,CHN,0,Transient,138.6,City,CTransient2016November27-11,11/27/2016
1,2,0,SVK,0,Transient,86.7,City,CTransient2016December1-22,12/1/2016
1,2,0,BRA,0,Transient,85,City,CTransient2016December1-31,12/1/2016
1,2,0,UKR,0,Transient,75.54,City,CTransient2016December1-49,12/1/2016
1,1,0,PRT,0,Transient,75,City,CTransient2016December2-4,12/2/2016
1,3,0,FRA,0,Transient,126,City,CTransient2016December2-22,12/2/2016
1,2,0,PRT,0,Transient,52,City,CTransient2016December2-33,12/2/2016
1,2,0,ESP,0,Transient,74.8,City,CTransient2016December2-51,12/2/2016
1,1,0,AGO,0,Transient,76.59,City,CTransient2016December2-69,12/2/2016
1,1,0,USA,0,Transient,87.41,City,CTransient2016December4-28,12/4/2016
1,2,0,ITA,0,Transient,79.2,City,CTransient2016December6-12,12/6/2016
1,2,0,DEU,0,Transient,63.75,City,CTransient2016December7-34,12/7/2016
1,2,0,PRT,0,Transient,62.8,City,CTransient2016December8-10,12/8/2016
1,2,1,ITA,0,Transient,109.8,City,CTransient2016December9-35,12/9/2016
1,1,0,PRT,0,Transient-Party,106,City,CTransient-Party2016December12-1,12/12/2016
1,1,0,PRT,0,Transient,0,City,CTransient2016December14-2,12/14/2016
1,2,0,PRT,0,Transient,62.8,City,CTransient2016December15-3,12/15/2016
1,2,0,PRT,0,Transient,62.8,City,CTransient2016December15-4,12/15/2016
1,2,0,DNK,0,Transient,87.3,City,CTransient2016December15-22,12/15/2016
1,2,0,ISR,0,Transient,74.8,City,CTransient2016December15-35,12/15/2016
1,2,0,DEU,0,Transient,103.5,City,CTransient2016December16-28,12/16/2016
1,2,0,ESP,0,Transient,79.2,City,CTransient2016December16-38,12/16/2016
1,2,0,FIN,0,Transient,85,City,CTransient2016December17-10,12/17/2016
1,3,0,GLP,0,Transient,140,City,CTransient2016December19-10,12/19/2016
1,0,2,DEU,0,Transient,69.5,City,CTransient2016December23-7,12/23/2016
1,2,1,PRT,0,Transient,120.88,City,CTransient2016December23-10,12/23/2016
1,2,0,ESP,0,Transient,121.75,City,CTransient2016December24-5,12/24/2016
1,2,0,BRA,0,Transient,97,City,CTransient2016December24-15,12/24/2016
1,2,0,PRT,0,Transient,91.63,City,CTransient2016December26-17,12/26/2016
1,2,0,ESP,0,Transient,73.95,City,CTransient2016December26-36,12/26/2016
1,2,0,FRA,0,Transient,79.62,City,CTransient2016December26-56,12/26/2016
1,3,0,ITA,0,Transient,159.23,City,CTransient2016December27-22,12/27/2016
1,2,0,PRT,0,Transient,76.67,City,CTransient2016December28-33,12/28/2016
1,2,0,PRT,0,Transient,76.67,City,CTransient2016December28-42,12/28/2016
1,2,0,ITA,0,Transient,80.7,City,CTransient2016December30-24,12/30/2016
1,2,0,ITA,0,Transient,103.7,City,CTransient2017January1-10,1/1/2017
1,3,0,ITA,0,Transient,164.05,City,CTransient2017January2-30,1/2/2017
1,1,0,CHN,0,Transient,71.28,City,CTransient2017January3-3,1/3/2017
1,1,0,ITA,0,Transient,88.4,City,CTransient2017January4-14,1/4/2017
1,2,0,ITA,0,Transient,88.4,City,CTransient2017January6-25,1/6/2017
1,3,0,BRA,0,Transient,119,City,CTransient2017January12-36,1/12/2017
1,1,0,PRT,0,Transient,75,City,CTransient2017January14-8,1/14/2017
1,1,0,PRT,0,Transient,75,City,CTransient2017January14-45,1/14/2017
1,1,0,PRT,0,Transient,75,City,CTransient2017January14-113,1/14/2017
1,1,0,PRT,0,Transient,79,City,CTransient2017January18-9,1/18/2017
1,2,0,PRT,0,Transient,65,City,CTransient2017January18-49,1/18/2017
1,2,0,DEU,0,Transient,94.78,City,CTransient2017January18-61,1/18/2017
1,2,0,FRA,0,Transient,79.2,City,CTransient2017January20-5,1/20/2017
1,2,0,BRA,0,Transient,96.9,City,CTransient2017January21-33,1/21/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January23-7,1/23/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January23-43,1/23/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January23-75,1/23/2017
1,2,0,FRA,0,Transient,102.85,City,CTransient2017January23-90,1/23/2017
1,2,0,PRT,0,Transient,88.4,City,CTransient2017January24-6,1/24/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January25-8,1/25/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January25-10,1/25/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January25-24,1/25/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January25-36,1/25/2017
1,2,0,PRT,0,Transient,80,City,CTransient2017January25-62,1/25/2017
1,2,0,FRA,0,Transient,91.8,City,CTransient2017January25-86,1/25/2017
1,2,0,PRT,0,Transient,60,City,CTransient2017February1-17,2/1/2017
1,2,0,PRT,0,Transient,60,City,CTransient2017February1-66,2/1/2017
1,2,0,BRA,0,Transient,74.8,City,CTransient2017February5-12,2/5/2017
1,2,0,ROU,0,Transient,74.8,City,CTransient2017February7-8,2/7/2017
1,1,0,PRT,0,Transient,59,City,CTransient2017February9-1,2/9/2017
1,2,0,FRA,0,Transient,104.4,City,CTransient2017February10-1,2/10/2017
1,3,0,USA,0,Transient,160,City,CTransient2017February10-12,2/10/2017
1,1,0,GBR,0,Transient,70.43,City,CTransient2017February10-36,2/10/2017
1,1,0,GBR,0,Transient,70.43,City,CTransient2017February10-37,2/10/2017
1,2,0,ROU,0,Transient,74.8,City,CTransient2017February14-39,2/14/2017
1,1,0,PRT,0,Transient-Party,96.5,City,CTransient-Party2017February15-3,2/15/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017February16-12,2/16/2017
1,2,0,GBR,0,Transient,88,City,CTransient2017February16-28,2/16/2017
1,2,2,FRA,0,Transient,153.9,City,CTransient2017February17-1,2/17/2017
1,2,0,IRL,0,Transient,118,City,CTransient2017February17-14,2/17/2017
1,2,0,LTU,0,Transient,69.36,City,CTransient2017February19-14,2/19/2017
1,1,0,PRT,0,Transient,75,City,CTransient2017February20-15,2/20/2017
1,1,0,ESP,0,Transient,80,City,CTransient2017February20-22,2/20/2017
1,2,0,FRA,0,Transient,90,City,CTransient2017February20-32,2/20/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017February23-7,2/23/2017
1,2,0,PRT,0,Transient,78,City,CTransient2017February23-29,2/23/2017
1,1,0,PRT,0,Transient-Party,75,City,CTransient-Party2017February25-5,2/25/2017
1,1,0,PRT,0,Transient-Party,75,City,CTransient-Party2017February25-11,2/25/2017
1,2,0,FRA,0,Transient,124.1,City,CTransient2017February27-22,2/27/2017
1,2,0,ROU,0,Transient,91.8,City,CTransient2017February28-5,2/28/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017March2-58,3/2/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017March2-134,3/2/2017
1,2,0,DEU,0,Transient,100.3,City,CTransient2017March2-149,3/2/2017
1,3,0,ESP,0,Transient,188,City,CTransient2017March3-5,3/3/2017
1,2,0,FRA,0,Transient,102.6,City,CTransient2017March3-16,3/3/2017
1,4,0,PRT,0,Transient,202.51,City,CTransient2017March3-29,3/3/2017
1,3,0,DEU,0,Transient,134.3,City,CTransient2017March3-30,3/3/2017
1,2,0,PRT,0,Transient,79.2,City,CTransient2017March4-3,3/4/2017
1,2,0,DEU,0,Transient,85,City,CTransient2017March8-15,3/8/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017March9-8,3/9/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017March9-12,3/9/2017
1,2,0,IRL,0,Transient,106.2,City,CTransient2017March9-25,3/9/2017
1,2,0,DEU,0,Transient,79.2,City,CTransient2017March9-26,3/9/2017
1,2,0,DEU,0,Transient,79.2,City,CTransient2017March9-39,3/9/2017
1,2,0,DEU,0,Transient,102,City,CTransient2017March10-28,3/10/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017March12-2,3/12/2017
1,2,0,DEU,0,Transient,91.8,City,CTransient2017March12-26,3/12/2017
1,2,0,CN,0,Transient,74.8,City,CTransient2017March12-27,3/12/2017
1,1,0,PRT,0,Transient,80,City,CTransient2017March13-23,3/13/2017
1,1,0,PRT,0,Transient,80,City,CTransient2017March13-39,3/13/2017
1,1,0,AUT,0,Transient,104.55,City,CTransient2017March13-56,3/13/2017
1,2,0,PRT,0,Transient,85,City,CTransient2017March14-10,3/14/2017
1,1,0,PRT,0,Transient,90,City,CTransient2017March15-23,3/15/2017
1,2,0,PRT,0,Transient,85,City,CTransient2017March15-38,3/15/2017
1,2,0,PRT,0,Transient,85,City,CTransient2017March15-49,3/15/2017
1,2,0,GBR,0,Transient,79.2,City,CTransient2017March15-81,3/15/2017
1,2,0,PRT,0,Transient,85,City,CTransient2017March15-88,3/15/2017
1,2,0,USA,0,Transient,97.2,City,CTransient2017March16-2,3/16/2017
1,1,0,PRT,0,Transient,59,City,CTransient2017March16-3,3/16/2017
1,1,0,GBR,0,Transient,108,City,CTransient2017March16-4,3/16/2017
1,1,0,PRT,0,Transient,198,City,CTransient2017March19-2,3/19/2017
1,2,0,PRT,0,Transient,93.22,City,CTransient2017March19-15,3/19/2017
1,2,0,GBR,0,Transient,79.2,City,CTransient2017March20-1,3/20/2017
1,2,0,FRA,0,Transient,108.8,City,CTransient2017March20-14,3/20/2017
1,2,0,ITA,0,Transient,74.8,City,CTransient2017March20-19,3/20/2017
1,1,0,AGO,0,Transient,78.26,City,CTransient2017March20-28,3/20/2017
1,2,0,AUT,0,Transient,93.6,City,CTransient2017March21-7,3/21/2017
1,2,0,DEU,0,Transient,93.6,City,CTransient2017March23-27,3/23/2017
1,3,0,DEU,0,Transient,117.3,City,CTransient2017March23-48,3/23/2017
1,2,0,PRT,0,Transient,132.3,City,CTransient2017March23-53,3/23/2017
1,2,0,HUN,0,Transient,77.86,City,CTransient2017March24-30,3/24/2017
1,2,0,ITA,0,Transient,97.2,City,CTransient2017March29-3,3/29/2017
1,1,0,PRT,0,Transient,6,City,CTransient2017March29-5,3/29/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017March30-22,3/30/2017
1,2,0,PRT,0,Transient,62,City,CTransient2017March30-24,3/30/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017March31-22,3/31/2017
1,2,1,DNK,0,Transient,127.2,City,CTransient2017March31-47,3/31/2017
1,1,0,DEU,0,Transient,103.6,City,CTransient2017March31-67,3/31/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017April3-16,4/3/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April4-24,4/4/2017
1,2,2,FRA,0,Transient,224,City,CTransient2017April4-47,4/4/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April6-91,4/6/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April6-93,4/6/2017
1,2,0,POL,0,Transient,99,City,CTransient2017April7-32,4/7/2017
1,3,0,BEL,0,Transient,191.57,City,CTransient2017April8-50,4/8/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017April9-1,4/9/2017
1,2,0,PRT,0,Transient-Party,80,City,CTransient-Party2017April9-4,4/9/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017April9-24,4/9/2017
1,2,0,BEL,0,Transient,99,City,CTransient2017April9-52,4/9/2017
1,2,0,PRT,0,Transient,188,City,CTransient2017April9-55,4/9/2017
1,2,0,IRL,0,Transient,126,City,CTransient2017April10-24,4/10/2017
1,1,0,GBR,0,Transient,109.8,City,CTransient2017April10-31,4/10/2017
1,2,0,BRA,0,Transient,150.86,City,CTransient2017April11-22,4/11/2017
1,2,0,ARG,0,Transient,105,City,CTransient2017April12-11,4/12/2017
1,2,0,ESP,0,Transient,174,City,CTransient2017April13-20,4/13/2017
1,2,0,ESP,0,Transient,210,City,CTransient2017April13-37,4/13/2017
1,3,0,ITA,0,Transient,173.25,City,CTransient2017April13-51,4/13/2017
1,2,0,PRT,0,Transient,130,City,CTransient2017April13-56,4/13/2017
1,2,0,AUS,0,Transient,160,City,CTransient2017April14-12,4/14/2017
1,3,0,DEU,0,Transient,172.5,City,CTransient2017April14-31,4/14/2017
1,2,0,DEU,0,Transient,133.07,City,CTransient2017April14-52,4/14/2017
1,2,2,USA,0,Transient,230,City,CTransient2017April15-4,4/15/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April15-41,4/15/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April15-68,4/15/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April15-74,4/15/2017
1,2,0,PRT,0,Transient-Party,105,City,CTransient-Party2017April15-8,4/15/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017April16-25,4/16/2017
1,2,0,FRA,0,Transient,126,City,CTransient2017April16-29,4/16/2017
1,2,1,BRA,0,Transient,135,City,CTransient2017April16-50,4/16/2017
1,2,0,IND,0,Transient,133.5,City,CTransient2017April19-6,4/19/2017
1,2,0,GBR,0,Transient,136.8,City,CTransient2017April20-34,4/20/2017
1,2,0,ITA,0,Transient,139.5,City,CTransient2017April20-46,4/20/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017April21-31,4/21/2017
1,2,0,GBR,0,Transient,126,City,CTransient2017April21-52,4/21/2017
1,2,0,FRA,0,Transient,108,City,CTransient2017April21-78,4/21/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017April21-85,4/21/2017
1,3,1,BEL,0,Transient,141.3,City,CTransient2017April22-8,4/22/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017April22-17,4/22/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017April22-54,4/22/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017April22-78,4/22/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017April22-82,4/22/2017
1,3,0,FRA,0,Transient,198,City,CTransient2017April22-93,4/22/2017
1,2,0,GBR,0,Transient,117,City,CTransient2017April23-32,4/23/2017
1,2,0,GBR,0,Transient,126,City,CTransient2017April24-4,4/24/2017
1,2,0,FRA,0,Transient,123.75,City,CTransient2017April24-18,4/24/2017
1,3,0,BRA,0,Transient,171,City,CTransient2017April24-25,4/24/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017April26-122,4/26/2017
1,2,0,IRL,0,Transient,101.25,City,CTransient2017April26-167,4/26/2017
1,3,0,NOR,0,Transient,100.8,City,CTransient2017April26-179,4/26/2017
1,2,0,PRT,0,Transient,120,City,CTransient2017April27-49,4/27/2017
1,1,0,CHE,0,Transient,99,City,CTransient2017April28-14,4/28/2017
1,1,0,BRA,0,Transient,153,City,CTransient2017April29-4,4/29/2017
1,2,0,PRT,0,Transient,115,City,CTransient2017April29-24,4/29/2017
1,2,0,PRT,0,Transient,115,City,CTransient2017April29-33,4/29/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017April29-41,4/29/2017
1,2,0,ESP,0,Transient,99,City,CTransient2017April29-65,4/29/2017
1,2,0,USA,0,Transient,99,City,CTransient2017May1-17,5/1/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017May3-37,5/3/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017May3-49,5/3/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017May3-59,5/3/2017
1,2,0,PRT,0,Transient,120,City,CTransient2017May4-8,5/4/2017
1,2,0,PRT,0,Transient,120,City,CTransient2017May4-60,5/4/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017May4-72,5/4/2017
1,2,0,PRT,0,Transient,120,City,CTransient2017May5-24,5/5/2017
1,2,0,FRA,0,Transient,135,City,CTransient2017May6-4,5/6/2017
1,1,0,PRT,0,Transient,80,City,CTransient2017May6-20,5/6/2017
1,1,0,PRT,0,Transient,80,City,CTransient2017May6-33,5/6/2017
1,1,0,DEU,0,Transient,139.5,City,CTransient2017May6-100,5/6/2017
1,1,0,DEU,0,Transient,164.57,City,CTransient2017May6-102,5/6/2017
1,2,0,PRT,0,Transient,144.8,City,CTransient2017May7-38,5/7/2017
1,2,0,CN,0,Transient,139.5,City,CTransient2017May8-10,5/8/2017
1,1,0,FRA,0,Transient,116.33,City,CTransient2017May8-48,5/8/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017May9-25,5/9/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017May9-30,5/9/2017
1,2,0,CHE,0,Transient,108,City,CTransient2017May9-34,5/9/2017
1,2,0,ITA,0,Transient,125.7,City,CTransient2017May9-38,5/9/2017
1,2,0,USA,0,Transient,169,City,CTransient2017May10-11,5/10/2017
1,3,0,DEU,0,Transient,193.5,City,CTransient2017May11-16,5/11/2017
1,2,0,AUT,0,Transient,135,City,CTransient2017May11-43,5/11/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017May13-30,5/13/2017
1,2,0,PRT,0,Transient,95,City,CTransient2017May13-34,5/13/2017
1,2,0,PRT,0,Transient,96.4,City,CTransient2017May15-18,5/15/2017
1,2,0,PRT,0,Transient,170,City,CTransient2017May15-43,5/15/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May15-64,5/15/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May15-71,5/15/2017
1,2,0,PRT,0,Transient,96.4,City,CTransient2017May15-96,5/15/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May15-126,5/15/2017
1,2,0,BRA,0,Transient,109.8,City,CTransient2017May16-7,5/16/2017
1,2,0,ITA,0,Transient,119.25,City,CTransient2017May16-24,5/16/2017
1,2,0,ESP,0,Transient,190,City,CTransient2017May17-14,5/17/2017
1,2,0,PRT,0,Transient,190,City,CTransient2017May18-9,5/18/2017
1,2,0,CHE,0,Transient,125.7,City,CTransient2017May18-28,5/18/2017
1,1,0,PRT,0,Transient,90,City,CTransient2017May19-21,5/19/2017
1,2,0,ZAF,0,Transient,126,City,CTransient2017May19-40,5/19/2017
1,2,0,ZAF,0,Transient,126,City,CTransient2017May19-52,5/19/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May19-117,5/19/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May19-122,5/19/2017
1,1,0,PRT,0,Transient,160,City,CTransient2017May19-123,5/19/2017
1,1,0,PRT,0,Transient,190,City,CTransient2017May20-40,5/20/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017May20-41,5/20/2017
1,2,0,PRT,0,Transient,89.1,City,CTransient2017May20-48,5/20/2017
1,1,0,PRT,0,Transient,190,City,CTransient2017May20-56,5/20/2017
1,2,0,PRT,0,Transient-Party,90,City,CTransient-Party2017May20-21,5/20/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017May20-67,5/20/2017
1,1,0,NGA,0,Transient,160,City,CTransient2017May20-75,5/20/2017
1,2,0,PRT,0,Transient,128,City,CTransient2017May22-20,5/22/2017
1,2,0,ARG,0,Transient,160,City,CTransient2017May22-36,5/22/2017
1,2,0,GBR,0,Transient,139.5,City,CTransient2017May22-48,5/22/2017
1,2,0,CHE,0,Transient,107.1,City,CTransient2017May23-23,5/23/2017
1,2,0,BEL,0,Transient,162,City,CTransient2017May23-27,5/23/2017
1,2,0,PRT,0,Transient-Party,120,City,CTransient-Party2017May24-6,5/24/2017
1,2,0,PRT,0,Transient-Party,120,City,CTransient-Party2017May24-9,5/24/2017
1,3,0,PRT,0,Transient,134.67,City,CTransient2017May24-19,5/24/2017
1,2,0,DNK,0,Transient,99.45,City,CTransient2017May24-34,5/24/2017
1,2,0,NLD,0,Transient,110.25,City,CTransient2017May24-38,5/24/2017
1,3,0,CHE,0,Transient,157.5,City,CTransient2017May24-41,5/24/2017
1,2,0,BEL,0,Transient,138.6,City,CTransient2017May25-33,5/25/2017
1,2,0,PRT,0,Transient,102.04,City,CTransient2017May25-60,5/25/2017
1,2,0,GRC,0,Transient,107.1,City,CTransient2017May25-68,5/25/2017
1,2,0,PRT,0,Transient,136,City,CTransient2017May26-27,5/26/2017
1,2,0,GBR,0,Transient,107.1,City,CTransient2017May26-51,5/26/2017
1,1,0,PRT,0,Transient,144,City,CTransient2017May27-2,5/27/2017
1,2,2,FRA,0,Transient,230,City,CTransient2017May27-12,5/27/2017
1,2,0,PRT,0,Transient,12,City,CTransient2017May29-4,5/29/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017May30-3,5/30/2017
1,2,0,PRT,0,Transient-Party,90,City,CTransient-Party2017May30-4,5/30/2017
1,2,0,PRT,0,Transient,130,City,CTransient2017May30-67,5/30/2017
1,2,0,CN,0,Transient,130.67,City,CTransient2017May30-110,5/30/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017June1-38,6/1/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017June1-56,6/1/2017
1,2,0,SWE,0,Transient,140,City,CTransient2017June1-72,6/1/2017
1,2,0,USA,0,Transient,140,City,CTransient2017June2-1,6/2/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017June2-8,6/2/2017
1,2,0,PRT,0,Transient,100,City,CTransient2017June2-23,6/2/2017
1,2,0,DEU,0,Transient,140,City,CTransient2017June2-66,6/2/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017June3-32,6/3/2017
1,2,0,PRT,0,Transient,89.1,City,CTransient2017June4-1,6/4/2017
1,2,0,PRT,0,Transient,120,City,CTransient2017June4-27,6/4/2017
1,1,0,PRT,0,Transient,130,City,CTransient2017June6-3,6/6/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017June7-38,6/7/2017
1,3,0,GBR,0,Transient,151.43,City,CTransient2017June7-48,6/7/2017
1,1,0,PRT,0,Transient,120,City,CTransient2017June8-24,6/8/2017
1,2,0,PRT,0,Transient,89.1,City,CTransient2017June8-34,6/8/2017
1,1,0,PRT,0,Transient,120,City,CTransient2017June8-67,6/8/2017
1,2,0,PRT,0,Transient,170,City,CTransient2017June8-102,6/8/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017June9-33,6/9/2017
1,2,0,GBR,0,Transient,126,City,CTransient2017June9-69,6/9/2017
1,2,0,LUX,0,Transient,99,City,CTransient2017June13-4,6/13/2017
1,2,0,PRT,0,Transient-Party,90,City,CTransient-Party2017June14-4,6/14/2017
1,2,0,HKG,0,Transient,108,City,CTransient2017June15-12,6/15/2017
1,3,0,ITA,0,Transient,166.5,City,CTransient2017June15-26,6/15/2017
1,3,0,IRL,0,Transient,168.75,City,CTransient2017June15-37,6/15/2017
1,3,0,IRL,0,Transient,168.75,City,CTransient2017June15-38,6/15/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017June16-25,6/16/2017
1,1,0,PRT,0,Transient,120,City,CTransient2017June17-51,6/17/2017
1,1,0,PRT,0,Transient,120,City,CTransient2017June17-81,6/17/2017
1,2,0,FRA,0,Transient,135,City,CTransient2017June19-15,6/19/2017
1,3,0,NLD,0,Transient,189,City,CTransient2017June19-56,6/19/2017
1,3,0,FRA,0,Transient,196.2,City,CTransient2017June21-11,6/21/2017
1,2,0,CHN,0,Transient,126,City,CTransient2017June22-6,6/22/2017
1,3,0,ESP,0,Transient,166.5,City,CTransient2017June22-22,6/22/2017
1,2,0,FRA,0,Transient,127.8,City,CTransient2017June23-4,6/23/2017
1,2,0,ESP,0,Transient,130,City,CTransient2017June23-13,6/23/2017
1,2,0,ITA,0,Transient,127.8,City,CTransient2017June23-43,6/23/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017June23-60,6/23/2017
1,2,0,PRT,0,Transient,105,City,CTransient2017June23-72,6/23/2017
1,2,0,ITA,0,Transient,130.5,City,CTransient2017June24-2,6/24/2017
1,2,0,FRA,0,Transient,123,City,CTransient2017June27-32,6/27/2017
1,2,0,PRT,0,Transient,125,City,CTransient2017June28-7,6/28/2017
1,2,0,GBR,0,Transient,117,City,CTransient2017June28-30,6/28/2017
1,2,0,AUT,0,Transient-Party,93.65,City,CTransient-Party2017July1-1,7/1/2017
1,2,0,USA,0,Transient,139,City,CTransient2017July2-3,7/2/2017
1,2,0,IRL,0,Transient,120,City,CTransient2017July3-4,7/3/2017
1,2,2,USA,0,Transient,230,City,CTransient2017July3-13,7/3/2017
1,1,0,DEU,0,Transient,119,City,CTransient2017July3-29,7/3/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017July4-3,7/4/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017July4-15,7/4/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017July4-16,7/4/2017
1,2,1,DNK,0,Transient,125.1,City,CTransient2017July5-49,7/5/2017
1,2,0,PRT,0,Transient,118,City,CTransient2017July6-10,7/6/2017
1,2,0,ITA,0,Transient,143.1,City,CTransient2017July7-27,7/7/2017
1,3,0,ITA,0,Transient,190.8,City,CTransient2017July7-54,7/7/2017
1,2,1,PRT,0,Transient,180,City,CTransient2017July9-11,7/9/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017July9-35,7/9/2017
1,2,1,BRA,0,Transient,123.3,City,CTransient2017July9-36,7/9/2017
1,2,0,ROU,0,Transient,146.67,City,CTransient2017July10-12,7/10/2017
1,2,0,PRT,0,Transient,90,City,CTransient2017July11-2,7/11/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017July12-18,7/12/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017July12-36,7/12/2017
1,2,0,PRT,0,Transient,110,City,CTransient2017July12-38,7/12/2017
1,3,0,FRA,0,Transient,156.6,City,CTransient2017July13-6,7/13/2017
1,2,0,PRT,0,Transient-Party,112.67,City,CTransient-Party2017July15-3,7/15/2017
1,2,0,BRA,0,Transient,89.1,City,CTransient2017July15-53,7/15/2017
1,2,0,GBR,0,Transient,89.1,City,CTransient2017July15-56,7/15/2017
1,1,0,LUX,0,Transient,98.1,City,CTransient2017July15-60,7/15/2017
1,3,0,NLD,0,Transient,161.28,City,CTransient2017July18-29,7/18/2017
1,3,0,DEU,0,Transient,167.7,City,CTransient2017July20-23,7/20/2017
1,2,0,PRT,0,Transient,118,City,CTransient2017July21-3,7/21/2017
1,3,0,USA,0,Transient,175.5,City,CTransient2017July22-6,7/22/2017
1,3,0,NLD,0,Transient,195,City,CTransient2017July24-16,7/24/2017
1,2,1,FRA,0,Transient,200.25,City,CTransient2017July25-21,7/25/2017
1,2,0,ITA,0,Transient,115,City,CTransient2017July26-44,7/26/2017
1,3,0,DEU,0,Transient,202.5,City,CTransient2017July27-12,7/27/2017
1,2,0,FRA,0,Transient,139.5,City,CTransient2017July28-32,7/28/2017
1,1,0,PRT,0,Transient,65,City,CTransient2017July29-11,7/29/2017
1,2,0,GBR,0,Transient,140,City,CTransient2017July29-12,7/29/2017
1,1,0,PRT,0,Transient,126,City,CTransient2017July30-7,7/30/2017
1,2,0,FRA,0,Transient,162.67,City,CTransient2017July30-10,7/30/2017
1,2,0,RUS,0,Transient,164.7,City,CTransient2017July30-18,7/30/2017
1,2,0,FRA,0,Transient,112.5,City,CTransient2017July30-23,7/30/2017
1,2,0,USA,0,Transient,89.1,City,CTransient2017July31-8,7/31/2017
1,3,0,QAT,0,Transient,230,City,CTransient2017July31-18,7/31/2017
1,3,0,MAR,0,Transient,224,City,CTransient2017July31-27,7/31/2017
1,2,0,GBR,0,Transient,175.5,City,CTransient2017July31-31,7/31/2017
